T4 - 9Sep_Map_MIDDAY,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column16,Column17,Column18,Column19,Column21,Column24,Column25
Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRI
14,29,58.2969,41.24414825,-7.114731789,-93.84,-576.42,0,0,153.1,36.88,34.4,1002.5,17.6,249,0.74,0.07
14,29,58.6016,41.24414825,-7.114732742,-93.9,-576.42,0,0,153.1,0,34.4,1002.5,17.6,248,0,0.06
14,29,58.8984,41.24414825,-7.114735126,-94.09,-576.44,0,0,153.1,0,34.4,1002.5,17.6,248,0,0
14,29,59.2031,41.24414825,-7.11473608,-94.15,-576.44,0,0,153.1,0,34.4,1002.5,17.6,250,0,0
14,29,59.5,41.24414825,-7.114737988,-94.34,-576.46,-94.83,-575.52,153.1,0,34.4,1002.5,17.5,243,0,0
14,29,59.7969,41.24414825,-7.114738941,-94.4,-576.46,-94.78,-575.54,153.1,37.86,34.4,1002.5,17.5,248,0.76,0.11
14,30,0.101563,41.24414825,-7.114740849,-94.59,-576.48,-95.01,-575.51,153.1,37.86,34.4,1002.5,17.5,247,0.75,0.11
14,30,0.398438,41.24414825,-7.114743233,-94.77,-576.49,-95.16,-575.55,153.1,36.38,34.4,1002.5,17.5,248,0.75,0.11
14,30,0.703125,41.24414825,-7.11474514,-94.96,-576.51,-95.31,-575.57,153,36.38,34.4,1002.5,17.5,250,0.75,0.11
14,30,0.898438,41.24414825,-7.114746094,-95.02,-576.51,-95.44,-575.59,153,36.38,34.4,1002.5,17.5,246,0.75,0.02
14,30,1.10156,41.24414825,-7.114747047,-95.08,-576.52,-95.46,-575.54,153,37.43,34.4,1002.5,17.5,249,0.68,0.02
14,30,1.39844,41.24414825,-7.114748001,-95.21,-576.53,-95.6,-575.47,153,37.43,34.4,1002.5,17.5,250,0.68,0.02
